id,predicted_answer,correct_answer,result,time_cost
23-0007,B,B,True,1.9836664199829102
23-0008,A,C,False,43.64271140098572
23-0009,B,D,False,1.1903302669525146
23-0010,D,B,False,1.9845890998840332
23-0011,B,D,False,26.30916666984558
23-0012,C,C,True,13.171996593475342
23-0014,B,B,True,42.703284740448
23-0015,A,C,False,1.185701847076416
23-0016,B,C,False,1.1895430088043213
23-0017,C,D,False,1.5466711521148682
30-0007,C,C,True,1.5486862659454346
30-0008,A,C,False,2.591444492340088
30-0009,C,C,True,1.5515620708465576
30-0010,C,C,True,1.1912438869476318
30-0011,B,D,False,1.188643455505371
30-0012,A,D,False,1.5404531955718994
30-0013,A,D,False,1.1910052299499512
30-0014,D,D,True,1.1901428699493408
30-0015,B,D,False,1.1881043910980225
30-0016,A,D,False,2.054091215133667
30-0017,D,A,False,1.1935884952545166
30-0018,D,A,False,1.5447146892547607
30-0019,B,A,False,1.1812036037445068
30-0020,B,B,True,2.067739248275757
29-0007,D,A,False,2.056309938430786
29-0008,C,D,False,2.5676639080047607
29-0009,A,B,False,2.5942697525024414
29-0010,B,D,False,1.5590174198150635
29-0011,A,B,False,1.1910383701324463
29-0012,A,D,False,1.552248477935791
29-0013,B,A,False,216.07987689971924
29-0014,B,D,False,1.5878808498382568
29-0015,D,B,False,1.551586627960205
29-0016,B,D,False,1.424391508102417
29-0017,A,B,False,9.608169317245483
29-0018,B,A,False,2.0567078590393066
29-0019,C,B,False,2.0623786449432373
29-0020,B,B,True,1.5455653667449951
27-0006,A,C,False,2.0619418621063232
27-0007,A,D,False,1.1926851272583008
27-0008,C,C,True,1.4249424934387207
27-0009,D,C,False,1.1938104629516602
27-0010,C,D,False,2.568877696990967
27-0011,B,D,False,42.62987923622131
27-0012,B,B,True,1.7798373699188232
27-0013,C,C,True,1.1930217742919922
27-0014,B,A,False,1.1933131217956543
27-0015,B,B,True,1.590219259262085
27-0016,B,C,False,3.1618056297302246
27-0017,D,A,False,1.1907730102539062
27-0018,D,C,False,6.208252668380737
26-0006,A,C,False,32.59433364868164
26-0007,B,C,False,2.228178024291992
26-0008,A,A,True,1.5399713516235352
26-0010,C,C,True,22.748151779174805
26-0011,C,C,True,2.0660972595214844
26-0012,B,C,False,1.5432848930358887
26-0013,,C,False,1.0432114601135254
26-0014,A,A,True,41.40083432197571
26-0016,A,A,True,3.707751989364624
26-0017,A,A,True,46.42383003234863
26-0018,C,C,True,3.9600255489349365
26-0019,A,A,True,2.5732650756835938
26-0020,A,C,False,2.0837926864624023
50-0008,A,B,False,1.1870265007019043
50-0009,A,B,False,71.54724264144897
50-0010,C,B,False,1.5639827251434326
50-0011,A,A,True,1.5436995029449463
50-0012,C,D,False,1.5886235237121582
50-0013,B,B,True,1.1920368671417236
50-0015,C,D,False,2.8471453189849854
50-0016,A,A,True,35.5381133556366
50-0017,A,C,False,2.571845531463623
50-0018,C,D,False,70.30351972579956
50-0019,A,D,False,1.190253496170044
50-0020,B,B,True,1.18819260597229
50-0021,D,A,False,44.16407537460327
56-0006,C,C,True,1.5580146312713623
56-0007,B,A,False,1.5447196960449219
56-0008,B,C,False,2.215688467025757
56-0009,B,C,False,2.067514657974243
56-0010,A,A,True,1.5474562644958496
56-0011,A,A,True,79.17758393287659
56-0012,B,C,False,57.94544267654419
56-0013,A,B,False,3.446915864944458
56-0014,C,B,False,1.1926238536834717
56-0015,B,D,False,1.5463497638702393
56-0016,D,B,False,2.0702130794525146
56-0017,B,B,True,2.8199667930603027
56-0018,C,B,False,3.6962027549743652
58-0006,B,A,False,54.66662096977234
58-0007,D,D,True,17.52437949180603
58-0009,A,A,True,3.4682419300079346
58-0010,A,C,False,1.5870656967163086
58-0011,A,C,False,1.193699598312378
58-0012,A,C,False,1.1935291290283203
58-0013,A,B,False,2.9502053260803223
58-0014,A,B,False,1.7797482013702393
58-0016,D,D,True,105.22579216957092
58-0017,A,C,False,2.052532434463501
58-0018,B,B,True,1.5423922538757324
58-0019,C,C,True,1.9757308959960938
58-0020,A,A,True,34.99263548851013
57-0006,C,C,True,3.1736693382263184
57-0007,B,A,False,1.5572295188903809
57-0008,C,C,True,2.572089433670044
57-0009,D,D,True,1.9835271835327148
57-0010,B,B,True,1.5426356792449951
57-0011,C,B,False,2.5879344940185547
57-0013,B,A,False,41.276071310043335
57-0014,A,C,False,2.056680202484131
57-0015,B,D,False,3.6994752883911133
57-0016,C,A,False,1.188056468963623
57-0017,C,C,True,2.0638034343719482
57-0018,A,C,False,1.5582389831542969
57-0019,D,D,True,1.5533525943756104
52-0006,A,B,False,1.1904540061950684
52-0007,D,B,False,1.1856718063354492
52-0008,C,D,False,1.542099952697754
52-0009,A,B,False,1.1862566471099854
52-0010,D,D,True,1.1874034404754639
52-0011,A,C,False,1.1885650157928467
52-0012,D,A,False,1.583918571472168
52-0013,D,A,False,1.5631697177886963
52-0014,A,D,False,1.9748167991638184
52-0015,B,D,False,140.8026568889618
52-0016,A,A,True,1.5423531532287598
52-0017,D,C,False,1.9875781536102295
52-0018,D,B,False,53.846760988235474
53-0006,A,C,False,1.5493078231811523
53-0007,D,D,True,1.5502209663391113
53-0008,B,D,False,1.1909236907958984
53-0009,A,A,True,77.23185992240906
53-0010,A,D,False,17.172006130218506
53-0011,B,C,False,1.5822269916534424
53-0012,D,C,False,1.580476999282837
53-0013,B,D,False,1.18607497215271
53-0014,B,C,False,1.190901517868042
53-0015,C,D,False,1.544363021850586
53-0016,C,D,False,1.5863728523254395
53-0017,D,B,False,1.5813767910003662
53-0018,A,C,False,1.1855311393737793
55-0006,A,C,False,92.89566397666931
55-0007,B,D,False,2.2292041778564453
55-0008,C,D,False,3.7213869094848633
55-0009,B,C,False,229.37368631362915
55-0010,B,D,False,93.72100877761841
55-0011,B,C,False,2.0795137882232666
55-0012,B,C,False,2.0799403190612793
55-0013,A,B,False,1.5467398166656494
55-0014,A,B,False,5.715575695037842
55-0015,C,B,False,2.0709099769592285
55-0016,B,A,False,2.070216178894043
55-0017,D,D,True,108.90438771247864
55-0018,A,B,False,1.3101043701171875
54-0004,B,B,True,2.973160743713379
54-0005,A,A,True,2.580268383026123
54-0006,A,A,True,3.126147508621216
54-0007,B,B,True,5.1743834018707275
54-0008,C,B,False,90.28338527679443
54-0009,A,C,False,4.566262245178223
54-0010,A,C,False,2.602079153060913
51-0007,A,D,False,1.5424513816833496
51-0008,C,A,False,1.1829280853271484
51-0009,D,D,True,214.376051902771
51-0010,A,A,True,2.7734460830688477
51-0011,A,D,False,1.1869492530822754
51-0012,C,C,True,2.5752389430999756
51-0013,D,A,False,1.5415737628936768
51-0014,A,A,True,1.542510986328125
51-0015,A,D,False,1.1897609233856201
51-0016,B,B,True,1.1866521835327148
51-0017,D,B,False,1.5845351219177246
51-0018,C,C,True,1.1907601356506348
51-0019,C,C,True,1.9847612380981445
51-0020,C,C,True,1.1912996768951416
21-0006,A,C,False,1.546297311782837
21-0007,A,C,False,196.9946448802948
21-0008,C,C,True,2.566955089569092
21-0009,A,C,False,1.5492119789123535
21-0010,A,B,False,28.559754133224487
21-0011,C,C,True,1.541295051574707
21-0012,D,B,False,1.5445566177368164
21-0013,D,C,False,2.0563318729400635
21-0014,A,B,False,2.0657424926757812
21-0015,A,D,False,2.078359365463257
21-0016,B,A,False,10.348360538482666
21-0017,A,A,True,222.72710990905762
21-0018,A,A,True,202.0969922542572
03-0006,A,B,False,2.0528993606567383
03-0007,C,D,False,1.1913337707519531
03-0008,A,A,True,1.5508277416229248
03-0009,A,D,False,1.1916093826293945
03-0010,C,C,True,1.1931798458099365
03-0011,A,B,False,1.554699420928955
03-0012,A,A,True,1.5429103374481201
03-0013,A,A,True,1.1874256134033203
03-0014,B,B,True,1.5881969928741455
03-0015,B,B,True,1.9788486957550049
03-0016,C,C,True,23.234790325164795
03-0017,A,A,True,1.1892473697662354
03-0018,C,D,False,1.1859591007232666
01-0007,C,B,False,1.1873126029968262
01-0008,C,B,False,1.9770560264587402
01-0009,A,A,True,1.9833486080169678
01-0010,C,C,True,1.5405938625335693
01-0011,B,B,True,1.1930761337280273
01-0012,C,B,False,2.5703959465026855
01-0014,D,A,False,235.60569095611572
01-0015,A,C,False,1.588773250579834
01-0016,C,B,False,2.731746196746826
01-0017,A,C,False,2.070061206817627
01-0018,C,C,True,2.0721707344055176
01-0019,B,A,False,131.6390790939331
01-0020,A,A,True,2.57228684425354
01-0021,A,D,False,2.5669426918029785
20-0007,A,A,True,1.1904411315917969
20-0008,A,C,False,1.9879670143127441
20-0009,C,A,False,10.019219636917114
20-0010,B,B,True,1.5445191860198975
20-0013,B,A,False,68.36231565475464
20-0014,B,D,False,1.1903998851776123
20-0015,B,C,False,5.016438245773315
20-0016,B,D,False,1.5485644340515137
20-0017,A,A,True,1.543060302734375
20-0018,B,B,True,9.800015211105347
20-0019,B,B,True,30.85601019859314
20-0020,B,D,False,1.1940436363220215
20-0021,A,D,False,1.5528361797332764
20-0022,C,D,False,1.5493011474609375
02-0011,B,B,True,1.1908857822418213
02-0012,A,D,False,1.191314935684204
02-0013,A,B,False,1.577629804611206
02-0014,B,D,False,2.0649266242980957
02-0015,A,C,False,2.0541536808013916
02-0020,D,D,True,1.9715359210968018
02-0021,C,D,False,1.5757172107696533
02-0022,C,C,True,1.974808931350708
02-0023,C,C,True,1.1823134422302246
02-0024,C,C,True,9.870205402374268
02-0025,A,D,False,1.9719655513763428
02-0026,A,A,True,1.9695405960083008
02-0027,D,D,True,1.9821128845214844
02-0034,A,B,False,1.5434975624084473
18-0006,A,A,True,113.47092390060425
18-0007,B,D,False,2.074986219406128
18-0008,B,A,False,7.521531820297241
18-0009,A,D,False,1.5904996395111084
18-0010,D,C,False,1.9371964931488037
18-0011,B,B,True,1.582059383392334
18-0012,C,C,True,1.9780654907226562
18-0013,D,D,True,1.1869902610778809
18-0014,C,C,True,1.1867120265960693
18-0015,C,A,False,1.5818967819213867
18-0016,A,D,False,1.1867694854736328
18-0017,D,C,False,1.186845302581787
18-0018,A,B,False,1.187544345855713
11-0007,C,D,False,1.193896770477295
11-0008,C,C,True,4.626029014587402
11-0009,B,B,True,1.1932034492492676
11-0010,B,B,True,2.3849575519561768
11-0011,A,B,False,2.0619161128997803
11-0012,A,A,True,2.056628704071045
11-0013,D,A,False,1.1923766136169434
11-0014,C,D,False,4.126730918884277
11-0015,C,A,False,1.5556509494781494
11-0016,C,A,False,21.64103078842163
11-0017,B,B,True,73.34214210510254
11-0018,C,C,True,1.1879158020019531
11-0019,C,A,False,1.9805068969726562
11-0020,A,A,True,2.0606820583343506
08-0007,A,A,True,1.187948226928711
08-0008,D,C,False,1.5826077461242676
08-0009,C,B,False,1.5817387104034424
08-0010,C,D,False,32.5929651260376
08-0011,C,C,True,2.5667123794555664
08-0012,D,A,False,1.5821313858032227
08-0013,A,A,True,1.1862046718597412
08-0014,B,B,True,1.1893253326416016
08-0015,,B,False,1.9694457054138184
08-0016,D,A,False,117.95349836349487
08-0017,D,D,True,1.5448064804077148
08-0018,A,D,False,69.13849902153015
08-0019,D,C,False,1.5806405544281006
08-0020,D,D,True,2.053438186645508
17-0006,B,D,False,2.0692672729492188
17-0007,D,C,False,31.005741357803345
17-0008,A,C,False,1.5530104637145996
17-0009,B,D,False,2.575206756591797
17-0010,C,C,True,1.1920907497406006
17-0011,C,B,False,1.5402843952178955
17-0012,D,D,True,50.77423429489136
17-0013,D,D,True,44.6181263923645
17-0014,D,C,False,1.3099422454833984
17-0015,A,D,False,2.3822574615478516
17-0016,C,D,False,1.8220279216766357
17-0017,C,A,False,1.5443403720855713
17-0018,C,A,False,6.1806957721710205
07-0007,C,C,True,1.588930368423462
07-0008,A,D,False,1.5816850662231445
07-0009,A,B,False,25.82979726791382
07-0010,D,C,False,62.12360072135925
07-0011,C,C,True,1.5561559200286865
07-0012,A,B,False,1.1883306503295898
07-0013,D,D,True,1.1870293617248535
07-0014,A,A,True,1.7066478729248047
07-0015,D,D,True,1.587942361831665
07-0016,C,C,True,1.1917533874511719
07-0017,B,D,False,1.542891502380371
07-0018,D,C,False,1.192671537399292
07-0019,B,C,False,1.9851832389831543
07-0020,D,C,False,2.581460952758789
05-0004,C,D,False,2.053539991378784
05-0005,B,B,True,1.5504589080810547
05-0006,C,C,True,2.2188148498535156
05-0007,B,A,False,2.5857760906219482
05-0008,A,B,False,10.964804887771606
05-0009,A,C,False,1.541029453277588
05-0010,,A,False,1.031693458557129
05-0011,B,D,False,1.7797017097473145
04-0007,,C,False,1.038494348526001
04-0008,D,B,False,2.058401584625244
04-0009,B,A,False,1.1936755180358887
04-0010,C,C,True,1.5548954010009766
04-0011,A,D,False,1.556572437286377
04-0012,B,D,False,24.836060523986816
04-0013,D,C,False,2.2178268432617188
04-0014,B,A,False,1.5810182094573975
04-0015,A,B,False,3.719724178314209
04-0016,C,B,False,188.76380801200867
04-0017,D,D,True,2.579817533493042
04-0018,D,B,False,3.6941864490509033
04-0019,D,D,True,1.988278865814209
04-0020,B,A,False,2.218485116958618
16-0006,C,A,False,19.07375478744507
16-0007,A,A,True,1.5494322776794434
16-0008,B,B,True,1.5432167053222656
16-0009,B,D,False,201.24536395072937
16-0010,C,B,False,54.4349422454834
16-0011,,A,False,225.5266683101654
16-0012,A,A,True,1.5494756698608398
16-0013,B,B,True,3.594041347503662
16-0014,D,B,False,2.9590842723846436
16-0015,C,B,False,2.585430860519409
16-0016,D,D,True,251.1794970035553
16-0017,D,A,False,1.5560963153839111
16-0019,D,D,True,3.62795352935791
09-0005,C,D,False,1.551527976989746
09-0006,B,D,False,1.5602099895477295
09-0007,C,D,False,1.5481200218200684
09-0008,A,C,False,143.1682312488556
09-0009,B,C,False,2.219980478286743
09-0010,A,D,False,1.1869781017303467
09-0011,C,A,False,1.9868905544281006
09-0012,D,C,False,2.2168452739715576
09-0013,B,B,True,56.930734395980835
09-0014,B,B,True,1.545313835144043
09-0015,D,C,False,1.5838775634765625
10-0007,A,A,True,1.5449824333190918
10-0008,D,D,True,1.9953715801239014
10-0009,B,C,False,1.19370698928833
10-0010,B,B,True,1.4247267246246338
10-0011,C,C,True,1.1913690567016602
10-0012,D,D,True,6.680314779281616
10-0013,C,B,False,2.0597474575042725
10-0014,A,A,True,188.17954230308533
10-0015,B,C,False,1.5759329795837402
10-0016,B,C,False,1.1857805252075195
10-0017,A,D,False,1.5450868606567383
10-0018,A,A,True,1.5794246196746826
10-0019,B,C,False,1.1936650276184082
10-0020,,A,False,1.0344548225402832
15-0007,A,A,True,1.191483974456787
15-0008,A,C,False,1.1906728744506836
15-0009,A,D,False,1.1912133693695068
15-0010,A,A,True,1.542729377746582
15-0011,C,C,True,144.7266161441803
15-0013,D,C,False,1.1933341026306152
15-0014,B,B,True,71.96303248405457
15-0015,A,A,True,1.1907892227172852
15-0016,A,C,False,1.9858410358428955
15-0017,D,B,False,1.1871404647827148
15-0018,B,A,False,2.603943109512329
15-0019,A,D,False,1.1933479309082031
15-0020,A,C,False,1.545790433883667
19-0005,A,A,True,1.1907598972320557
19-0006,D,B,False,1.1869258880615234
19-0007,B,B,True,1.1878998279571533
19-0008,A,A,True,1.5908563137054443
19-0009,A,C,False,1.424553394317627
19-0011,A,C,False,1.5788037776947021
19-0012,C,A,False,2.056938409805298
19-0013,D,B,False,35.32126712799072
19-0014,D,D,True,1.191880702972412
19-0015,B,A,False,1.1867718696594238
13-0006,D,B,False,1.5872879028320312
13-0007,A,A,True,1.5859084129333496
13-0008,D,D,True,27.70734667778015
13-0009,C,C,True,3.175091028213501
13-0010,A,B,False,12.78130054473877
13-0011,B,B,True,1.1854445934295654
13-0012,A,D,False,1.182558536529541
13-0013,A,A,True,1.1852259635925293
13-0014,D,D,True,32.67459321022034
13-0015,B,B,True,22.028513193130493
13-0016,C,C,True,1.9759466648101807
13-0017,B,D,False,41.67932057380676
13-0018,B,B,True,1.1849017143249512
06-0007,D,B,False,53.61895275115967
06-0008,A,D,False,1.194049596786499
06-0009,C,C,True,1.5583782196044922
06-0010,B,B,True,60.773401498794556
06-0011,A,B,False,1.1931476593017578
06-0012,B,D,False,58.87323474884033
06-0013,A,A,True,2.765942096710205
06-0014,,D,False,0.7925634384155273
06-0015,A,C,False,1.1900033950805664
06-0016,B,B,True,49.19184994697571
06-0017,C,A,False,31.904132843017578
06-0018,A,C,False,2.0531203746795654
06-0019,A,B,False,11.82096242904663
06-0020,C,C,True,1.5566706657409668
12-0007,B,B,True,1.9769630432128906
12-0008,D,C,False,1.5432145595550537
12-0009,D,A,False,16.894531726837158
12-0010,C,A,False,1.424757957458496
12-0011,D,C,False,1.1879124641418457
12-0012,C,B,False,1.5433142185211182
12-0013,D,D,True,10.277590274810791
12-0014,D,D,True,2.0554697513580322
12-0015,B,B,True,92.4689269065857
12-0016,A,A,True,1.5433690547943115
12-0017,D,D,True,2.061779499053955
12-0018,A,A,True,2.578284502029419
12-0019,C,D,False,1.5406701564788818
12-0020,C,A,False,1.5462956428527832
14-0006,A,C,False,206.01091837882996
14-0007,A,A,True,180.0794882774353
14-0008,C,B,False,2.5929975509643555
14-0009,A,C,False,1.7788217067718506
14-0010,B,C,False,2.6023056507110596
14-0011,D,C,False,2.5778489112854004
14-0012,C,C,True,2.0821921825408936
14-0013,B,C,False,1.5846753120422363
14-0014,B,A,False,27.37952208518982
14-0015,C,C,True,3.4454705715179443
14-0016,D,C,False,2.5938336849212646
14-0017,C,D,False,1.5435044765472412
48-0007,D,D,True,1.1877353191375732
48-0008,C,D,False,1.5455145835876465
48-0009,,A,False,0.7918500900268555
48-0010,A,C,False,56.39948582649231
48-0011,A,D,False,2.573084592819214
48-0012,B,C,False,1.5403597354888916
48-0013,B,B,True,1.544262409210205
48-0014,B,A,False,30.974095344543457
48-0015,B,C,False,20.06985592842102
48-0016,B,A,False,1.1922025680541992
48-0017,D,D,True,1.5561301708221436
48-0018,A,A,True,2.0550754070281982
48-0019,C,D,False,1.5428683757781982
48-0020,A,B,False,1.1868515014648438
44-0008,B,B,True,3.1067116260528564
44-0009,C,D,False,2.0794596672058105
44-0010,B,A,False,2.2198352813720703
44-0011,D,C,False,1.5864911079406738
44-0012,B,B,True,1.5860085487365723
44-0013,B,B,True,2.5762131214141846
44-0014,A,A,True,38.300995111465454
44-0015,D,C,False,2.5711543560028076
44-0016,A,D,False,2.2194716930389404
44-0017,C,C,True,1.1909172534942627
44-0018,C,D,False,1.5417561531066895
44-0019,B,C,False,2.0600101947784424
44-0020,C,B,False,2.565706968307495
44-0021,C,C,True,1.541081190109253
43-0007,B,A,False,2.2202882766723633
43-0008,C,B,False,1.5825426578521729
43-0009,A,A,True,27.340456247329712
43-0010,A,C,False,1.5819480419158936
43-0011,A,B,False,1.1872131824493408
43-0012,D,D,True,1.5403692722320557
43-0013,B,B,True,1.9738342761993408
43-0014,C,C,True,2.370884418487549
43-0015,A,D,False,1.187199354171753
43-0016,A,C,False,1.5819056034088135
43-0017,D,A,False,1.977050542831421
43-0018,B,C,False,1.1868460178375244
43-0019,B,B,True,1.5791995525360107
43-0020,C,C,True,2.3697266578674316
33-0008,C,A,False,1.5445778369903564
33-0009,A,B,False,2.070732831954956
33-0010,C,C,True,2.569857358932495
33-0011,C,C,True,1.5578904151916504
33-0012,D,C,False,1.8217945098876953
33-0013,C,C,True,1.557037591934204
33-0014,D,D,True,1.5827629566192627
33-0015,A,D,False,1.5467603206634521
33-0016,B,C,False,21.724924564361572
33-0017,C,C,True,1.5899200439453125
33-0018,A,D,False,1.587519645690918
33-0019,B,C,False,1.5551085472106934
33-0020,C,D,False,1.1870818138122559
33-0021,A,A,True,1.1923890113830566
40-0007,C,C,True,3.4712209701538086
40-0008,A,B,False,4.342778205871582
40-0009,A,B,False,2.608440399169922
40-0010,A,D,False,1.5417311191558838
40-0011,D,C,False,1.190948247909546
40-0012,A,A,True,1.5820977687835693
40-0013,B,D,False,1.18540358543396
40-0014,A,D,False,51.7693817615509
40-0015,B,A,False,2.5709969997406006
40-0016,C,B,False,30.54633092880249
40-0017,A,A,True,1.1910820007324219
40-0018,C,C,True,3.1020543575286865
37-0029,C,A,False,1.5461862087249756
37-0051,C,C,True,1.1913931369781494
37-0052,A,C,False,2.9623661041259766
37-0053,D,B,False,1.5396573543548584
37-0054,D,B,False,110.4332160949707
37-0055,B,A,False,3.7017815113067627
37-0056,C,A,False,2.0727672576904297
45-0005,D,B,False,1.5543034076690674
45-0006,B,A,False,2.061232089996338
45-0007,A,D,False,2.616337776184082
45-0008,B,B,True,3.0890402793884277
45-0009,A,A,True,1.5907948017120361
45-0010,A,B,False,1.5534536838531494
45-0011,A,C,False,1.1881873607635498
45-0012,A,A,True,1.5488524436950684
45-0013,B,D,False,1.1856348514556885
35-0145,D,D,True,1.55357027053833
35-0146,A,A,True,2.058112859725952
35-0147,B,B,True,3.0876657962799072
35-0148,B,B,True,1.5445301532745361
35-0149,D,C,False,1.1926124095916748
35-0150,B,C,False,1.547724962234497
35-0151,D,D,True,1.5540850162506104
35-0152,A,B,False,2.2120611667633057
35-0153,C,C,True,37.29253625869751
35-0154,C,C,True,2.0840728282928467
35-0155,A,C,False,2.60003399848938
35-0156,A,D,False,2.078972339630127
35-0157,C,C,True,1.5605404376983643
35-0158,D,C,False,1.9954125881195068
34-0006,D,A,False,2.449890375137329
34-0007,A,B,False,3.6413607597351074
34-0008,B,A,False,1.1908237934112549
34-0009,B,D,False,1.1824660301208496
34-0012,C,D,False,1.5417931079864502
34-0015,B,B,True,2.0561931133270264
34-0016,A,C,False,1.5426747798919678
34-0017,C,A,False,1.5814778804779053
34-0019,D,C,False,25.207059860229492
34-0020,A,A,True,3.617717981338501
34-0021,C,A,False,1.5894365310668945
34-0022,A,B,False,1.1841447353363037
34-0023,A,A,True,2.570068120956421
32-0006,A,B,False,1.5552549362182617
32-0007,A,A,True,1.586944818496704
32-0008,D,D,True,1.5817592144012451
32-0009,D,D,True,1.5900778770446777
32-0010,D,B,False,2.576366662979126
32-0011,D,D,True,3.6043593883514404
32-0012,A,C,False,1.9760725498199463
32-0013,D,B,False,186.96883893013
32-0014,B,A,False,1.545656442642212
32-0015,A,A,True,1.5822837352752686
32-0016,C,A,False,2.4498629570007324
32-0017,A,C,False,12.8528151512146
32-0018,B,B,True,2.5697293281555176
47-0006,A,C,False,207.1471917629242
47-0007,D,A,False,62.371992111206055
47-0008,A,B,False,1.546142578125
47-0009,B,B,True,1.9782931804656982
47-0010,D,A,False,47.630576848983765
47-0011,B,C,False,1.1865723133087158
47-0012,B,C,False,19.145929098129272
47-0013,A,D,False,1.5871403217315674
47-0014,B,C,False,21.552847623825073
47-0015,D,D,True,2.5889456272125244
47-0016,C,A,False,2.577395439147949
47-0017,D,A,False,2.066222667694092
47-0018,A,D,False,1.193803071975708
41-0006,D,D,True,30.598748683929443
41-0007,A,B,False,1.1867907047271729
41-0008,B,A,False,1.1890368461608887
41-0010,A,B,False,18.598308563232422
41-0011,D,C,False,1.3091320991516113
41-0012,A,C,False,1.191307544708252
41-0013,C,C,True,2.575627326965332
41-0014,C,A,False,1.9807116985321045
41-0015,B,C,False,1.1872048377990723
41-0016,B,A,False,2.60007905960083
41-0017,D,A,False,1.5796353816986084
41-0018,A,A,True,1.1920125484466553
49-0006,C,A,False,1.1821832656860352
49-0007,A,B,False,1.5772521495819092
49-0008,A,A,True,1.1828622817993164
49-0009,B,B,True,1.1822764873504639
49-0010,B,B,True,2.7529048919677734
49-0011,A,A,True,1.1825978755950928
49-0012,A,C,False,1.1859593391418457
49-0013,D,B,False,1.1866087913513184
49-0014,D,C,False,1.1870317459106445
49-0015,D,B,False,1.1860578060150146
49-0016,,C,False,0.7897396087646484
49-0017,B,A,False,1.1850543022155762
49-0018,A,B,False,1.5806634426116943
46-0007,,C,False,0.7912259101867676
46-0008,A,A,True,1.5800344944000244
46-0009,C,A,False,1.5767979621887207
46-0010,A,C,False,1.5802195072174072
46-0011,C,D,False,1.1885251998901367
46-0012,A,A,True,1.1893048286437988
46-0013,A,A,True,1.1862802505493164
46-0014,C,D,False,1.1868879795074463
46-0015,B,B,True,2.8476719856262207
46-0016,D,A,False,1.9760229587554932
46-0017,B,D,False,1.1869232654571533
46-0018,B,A,False,1.1907787322998047
46-0019,B,D,False,1.1919364929199219
46-0020,A,A,True,191.12672019004822
39-0008,C,D,False,1.5491125583648682
39-0009,D,A,False,1.5425605773925781
39-0011,D,C,False,1.5451624393463135
39-0012,D,D,True,9.263942956924438
39-0013,A,D,False,2.06289005279541
39-0014,A,D,False,1.5577383041381836
39-0015,A,A,True,85.66248846054077
39-0016,C,A,False,2.5708141326904297
39-0017,D,B,False,1.1932895183563232
39-0018,D,C,False,1.5871236324310303
39-0019,A,C,False,1.5805439949035645
39-0020,A,D,False,1.5467803478240967
39-0021,A,C,False,15.46778154373169
39-0022,A,A,True,1.5469062328338623
42-0009,A,A,True,2.059800148010254
42-0010,C,C,True,13.255396842956543
42-0011,B,A,False,158.38670015335083
42-0012,B,B,True,1.9753198623657227
42-0013,D,A,False,2.2317142486572266
42-0014,D,C,False,1.581144094467163
42-0016,D,D,True,1.5418953895568848
